Gene_set	Z_score(n-LEGO)	P_value(n-LEGO)	Z_score(e-LEGO)	P_value(e-LEGO)	gsSize	gsSize_net	intSize	intSize_net	overlapSize	InterestingGeneListID
267	-0.298889	0.617497	-1.439642	0.930967	15	15	180	166	0	3
268	-0.391745	0.652399	-0.948522	0.829299	40	40	180	166	0	3
269	0.014791	0.494099	-0.900317	0.816598	16	14	180	166	1	3
270	-0.335495	0.631387	-0.935647	0.825958	33	28	180	166	0	3
271	-0.346262	0.635442	-0.932102	0.825032	34	29	180	166	0	3
272	2.373346	0.008814	4.523906	0.000003	17	13	180	166	1	3
273	-0.283149	0.611477	-0.948095	0.829189	16	13	180	166	0	3
274	-0.456674	0.676084	-0.735023	0.769071	24	18	180	166	0	3
275	-0.340745	0.633366	-0.339305	0.632824	16	12	180	166	0	3
276	-0.200771	0.579564	-0.750250	0.773703	11	10	180	166	0	3
277	-0.435845	0.668557	-0.871394	0.808724	64	53	180	166	0	3
278	-0.286622	0.612807	-0.992751	0.840491	41	36	180	166	1	3
279	-0.263862	0.604063	0.327608	0.371604	15	15	180	166	0	3
280	-0.247262	0.597653	-1.219146	0.891101	10	9	180	166	0	3
281	-0.356231	0.639182	-0.692257	0.755793	23	21	180	166	0	3
282	-0.265866	0.604835	-0.009824	0.503919	13	11	180	166	0	3
283	2.002310	0.022626	1.195260	0.115993	41	31	180	166	1	3
284	-0.446289	0.672339	-0.853066	0.803637	70	59	180	166	0	3
285	-0.485241	0.686293	-0.830680	0.797321	72	59	180	166	0	3
286	-0.365509	0.642652	-0.995823	0.841252	51	43	180	166	0	3
287	-0.275884	0.608689	-1.383254	0.921517	22	21	180	166	0	3
288	-0.315615	0.623863	-0.647148	0.741369	44	30	180	166	0	3
289	-0.861753	0.806058	-0.151516	0.560217	88	81	180	166	0	3
290	-0.483845	0.685797	2.758039	0.002908	59	51	180	166	0	3
291	-0.449987	0.673675	0.937695	0.174200	29	26	180	166	0	3
292	2.029269	0.021215	4.183791	0.000014	36	34	180	166	1	3
293	1.845226	0.032502	22.194271	0.000000	36	32	180	166	1	3
294	-0.855941	0.804440	2.937273	0.001656	128	95	180	166	1	3
295	5.085001	0.000000	2.108059	0.017513	48	41	180	166	3	3
296	-0.371682	0.644954	-0.547210	0.707954	24	21	180	166	0	3
297	-0.316338	0.624138	-0.704980	0.759784	69	63	180	166	0	3
298	1.398377	0.081000	15.994022	0.000000	35	28	180	166	1	3
299	-0.422520	0.663705	8.860612	0.000000	44	41	180	166	0	3
300	-0.050979	0.520329	14.747891	0.000000	23	21	180	166	1	3
301	4.713591	0.000001	21.404680	0.000000	28	23	180	166	3	3
302	0.830020	0.203264	14.090632	0.000000	14	11	180	166	1	3
303	-0.545542	0.707380	-1.132789	0.873073	267	227	180	166	1	3
304	-0.556835	0.711256	-1.091725	0.863959	87	81	180	166	0	3
305	-0.357391	0.639617	-0.986039	0.838821	178	150	180	166	3	3
306	0.039399	0.484286	-0.618651	0.732041	267	214	180	166	5	3
307	-0.554589	0.710487	-1.385511	0.921904	190	163	180	166	2	3
308	-0.413807	0.660518	-0.878930	0.810794	76	66	180	166	0	3
309	-0.588212	0.721899	-1.016870	0.846409	272	220	180	166	1	3
310	13.338041	0.000000	24.557067	0.000000	128	103	180	166	11	3
311	5.681206	0.000000	8.061442	0.000000	114	94	180	166	7	3
312	2.588413	0.004821	13.914655	0.000000	69	49	180	166	4	3
313	-0.340275	0.633189	1.747708	0.040257	138	118	180	166	3	3
314	4.419436	0.000005	2.289408	0.011028	38	32	180	166	1	3
315	-0.416974	0.661678	-1.230462	0.893354	35	29	180	166	0	3
316	-0.632703	0.736662	-1.045177	0.853190	121	99	180	166	0	3
317	-0.474538	0.682484	-1.203560	0.887958	183	151	180	166	3	3
318	-0.495907	0.690069	-0.608654	0.728730	78	66	180	166	0	3
319	-0.377912	0.647271	-1.155379	0.877935	52	47	180	166	0	3
320	-0.408419	0.658542	-1.229328	0.893130	88	75	180	166	0	3
321	-0.521575	0.699076	-1.074210	0.859962	80	71	180	166	0	3
322	-0.258165	0.601866	-1.011876	0.845195	115	100	180	166	3	3
323	-0.500751	0.691778	-1.156143	0.878098	151	134	180	166	0	3
324	-0.253960	0.600243	-1.373917	0.919907	25	22	180	166	0	3
325	-0.277107	0.609159	-0.727706	0.766827	47	38	180	166	0	3
326	-0.401405	0.655963	-0.147558	0.558656	56	53	180	166	1	3
327	-0.440299	0.670172	0.819965	0.206118	86	72	180	166	0	3
328	-0.449465	0.673486	-0.782317	0.783291	129	117	180	166	2	3
329	-0.422494	0.663696	-1.335641	0.913167	76	63	180	166	0	3
330	1.885219	0.029700	0.560976	0.287407	201	175	180	166	6	3
331	1.006363	0.157121	1.608580	0.053854	84	74	180	166	3	3
332	-0.590615	0.722706	-0.789648	0.785451	134	118	180	166	0	3
333	-0.447662	0.672836	-0.878516	0.810681	75	63	180	166	0	3
334	-0.646784	0.741251	-0.737336	0.769777	134	113	180	166	1	3
335	-0.283178	0.611488	-1.128996	0.872246	90	77	180	166	3	3
336	-0.423746	0.664153	-0.767521	0.778895	69	58	180	166	0	3
337	-0.448994	0.673316	-0.629098	0.735480	89	67	180	166	0	3
338	1.121632	0.131009	-1.183403	0.883821	17	14	180	166	1	3
339	-0.395703	0.653860	-1.214496	0.890168	102	90	180	166	1	3
340	-0.367258	0.643304	-0.876194	0.810044	62	46	180	166	0	3
341	-0.137416	0.554650	-0.931708	0.824929	71	57	180	166	2	3
342	-0.407542	0.658220	-0.638569	0.738578	56	44	180	166	1	3
343	-0.463726	0.678617	-1.055151	0.855537	155	134	180	166	3	3
344	-0.398646	0.654946	-0.923814	0.822855	88	75	180	166	3	3
345	-0.500707	0.691762	-1.352030	0.916081	137	111	180	166	0	3
346	-0.536129	0.704131	-1.365228	0.918398	108	92	180	166	0	3
347	-0.473919	0.682263	-1.474554	0.936604	75	64	180	166	0	3
348	-0.474673	0.682532	-1.343367	0.914546	79	70	180	166	0	3
349	-0.533051	0.703065	-1.290846	0.904970	97	86	180	166	2	3
350	-0.578544	0.718639	-1.282525	0.903409	118	99	180	166	0	3
351	-0.377158	0.646991	-0.602287	0.726611	48	42	180	166	0	3
352	0.221761	0.412250	-0.732417	0.768273	13	12	180	166	1	3
353	-0.436409	0.668761	-1.245914	0.896391	70	61	180	166	0	3
354	-0.568015	0.715070	-1.331512	0.912425	126	113	180	166	0	3
355	-0.374195	0.645889	-1.166978	0.880391	70	63	180	166	0	3
356	-0.424341	0.664370	-0.271108	0.606853	389	231	180	166	0	3
357	-0.254612	0.600494	-1.271953	0.901407	52	25	180	166	0	3
358	-0.547690	0.708119	-1.273849	0.901768	216	176	180	166	3	3
359	-0.540396	0.705606	-1.274978	0.901982	137	119	180	166	0	3
360	-0.435970	0.668602	-1.010894	0.844955	101	91	180	166	0	3
361	3.877122	0.000053	6.581412	0.000000	86	76	180	166	6	3
362	-0.091486	0.536448	-1.136990	0.873985	102	86	180	166	1	3
363	-0.447504	0.672779	-1.079056	0.861075	67	57	180	166	0	3
364	-0.402087	0.656214	-1.172823	0.881618	47	43	180	166	0	3
365	-0.441194	0.670496	-0.596592	0.724709	44	39	180	166	0	3
366	-0.210497	0.583364	-0.979296	0.837133	25	20	180	166	0	3
367	-0.408243	0.658477	-1.053687	0.855194	42	39	180	166	1	3
368	-0.298338	0.617287	-1.109340	0.867912	44	35	180	166	0	3
369	-0.081855	0.532619	-1.117152	0.869644	23	19	180	166	1	3
370	-0.820175	0.794318	-0.930116	0.824511	169	143	180	166	1	3
371	-0.860602	0.805738	-0.915004	0.820523	133	112	180	166	0	3
372	-0.441206	0.670501	-1.555320	0.949112	53	44	180	166	0	3
373	-0.868010	0.807791	-0.717416	0.763652	185	156	180	166	0	3
374	-0.328263	0.628656	-1.275104	0.902006	35	32	180	166	1	3
375	-0.369747	0.644232	-1.133738	0.873279	56	42	180	166	0	3
376	-0.455753	0.675752	-1.198984	0.887026	68	52	180	166	0	3
377	-0.402704	0.656441	-1.019257	0.846988	59	44	180	166	0	3
378	-0.492386	0.688825	-0.914969	0.820514	72	62	180	166	0	3
379	-0.339496	0.632896	-0.935640	0.825956	328	280	180	166	4	3
380	-0.439678	0.669947	-0.791484	0.785991	62	56	180	166	0	3
381	-0.450436	0.673837	-1.314529	0.909346	70	66	180	166	0	3
382	-0.464070	0.678740	-1.293034	0.905378	70	65	180	166	1	3
383	-0.431474	0.666968	-1.355754	0.916738	52	46	180	166	0	3
384	-0.432539	0.667356	-1.236014	0.894451	65	57	180	166	2	3
385	-0.371162	0.644760	-1.334820	0.913019	89	77	180	166	3	3
386	-0.239393	0.594605	-0.441103	0.670463	29	25	180	166	0	3
387	-0.469385	0.680643	-0.220971	0.587447	55	51	180	166	0	3
388	0.007837	0.496874	-1.077622	0.860746	71	60	180	166	3	3
389	-0.318973	0.625138	0.283451	0.388416	42	34	180	166	1	3
390	-0.456920	0.676172	-0.955167	0.831009	73	63	180	166	1	3
391	-0.378883	0.647632	-1.315882	0.909593	60	50	180	166	1	3
392	2.759350	0.002896	2.095907	0.018045	84	73	180	166	2	3
393	-0.411682	0.659739	-1.272006	0.901417	54	46	180	166	1	3
394	-0.368748	0.643860	-0.569696	0.715641	30	27	180	166	0	3
395	-0.460964	0.677626	-0.595795	0.724443	53	47	180	166	0	3
396	-0.579720	0.719037	-0.172521	0.568488	140	94	180	166	0	3
397	-0.441991	0.670785	-0.608925	0.728820	38	35	180	166	0	3
398	-0.442639	0.671019	-0.603741	0.727096	42	34	180	166	0	3
399	-0.315157	0.623690	-0.971224	0.835099	35	28	180	166	0	3
400	-0.454908	0.675449	-0.463990	0.678711	85	77	180	166	0	3
401	-0.483781	0.685774	0.431381	0.333096	76	68	180	166	0	3
402	-0.447616	0.672819	-0.542444	0.706312	92	83	180	166	0	3
403	-0.478790	0.683999	-0.731561	0.768010	73	63	180	166	2	3
404	-0.272869	0.607530	-0.918835	0.821539	18	14	180	166	0	3
405	-1.007776	0.844193	0.032899	0.486878	222	129	180	166	0	3
406	-0.198694	0.578752	-1.010052	0.844749	12	10	180	166	0	3
407	-0.357162	0.639531	1.102738	0.135071	23	22	180	166	0	3
408	6.550682	0.000000	15.211090	0.000000	24	16	180	166	3	3
409	-0.457542	0.676396	-1.087557	0.863014	48	36	180	166	0	3
410	-0.275981	0.608726	-0.823871	0.795377	13	11	180	166	0	3
411	-0.254665	0.600515	-0.913297	0.820070	27	22	180	166	0	3
412	-0.170941	0.567867	-1.254773	0.898112	40	31	180	166	1	3
413	-0.306770	0.620501	2.115362	0.017199	22	20	180	166	0	3
414	-0.622941	0.733456	0.333815	0.369260	74	43	180	166	0	3
415	-0.407623	0.658250	30.741900	0.000000	31	19	180	166	0	3
416	-0.318707	0.625037	5.791265	0.000000	14	12	180	166	0	3
417	-0.250643	0.598961	-1.641381	0.961822	10	9	180	166	0	3
418	0.565077	0.286011	11.256233	0.000000	19	16	180	166	1	3
419	-0.326003	0.627801	-0.668295	0.748184	27	24	180	166	0	3
420	-0.254767	0.600554	-0.672581	0.749554	15	15	180	166	0	3
421	-0.216861	0.585845	-0.704334	0.759582	11	8	180	166	0	3
422	-0.397531	0.654535	-1.307768	0.908107	113	91	180	166	2	3
423	5.055141	0.000000	2.007794	0.022333	65	58	180	166	3	3
424	-0.580262	0.719220	7.470735	0.000000	49	44	180	166	0	3
425	-0.247920	0.597907	-0.744747	0.772034	10	10	180	166	0	3
426	-0.259672	0.602448	-0.684314	0.753284	19	19	180	166	0	3
427	-0.248369	0.598081	-0.560057	0.712357	35	32	180	166	0	3
428	-0.238337	0.594195	-0.652448	0.743086	10	9	180	166	0	3
429	-0.609979	0.729170	-1.357538	0.917051	217	181	180	166	2	3
430	-0.318014	0.624774	-0.111037	0.544207	16	16	180	166	0	3
431	-0.356515	0.639289	-0.839579	0.799845	23	17	180	166	0	3
432	-0.245565	0.596996	-1.448900	0.932477	10	7	180	166	0	3
433	-0.218293	0.586403	-1.487142	0.938599	10	7	180	166	0	3
434	-0.322151	0.626342	-1.092200	0.864066	78	62	180	166	2	3
435	-0.757759	0.775968	-1.307481	0.908054	396	329	180	166	3	3
436	4.937050	0.000000	2.308084	0.010497	48	44	180	166	3	3
437	-0.334086	0.630856	-1.188102	0.884793	18	15	180	166	0	3
438	-0.289770	0.614012	-1.109233	0.867888	32	28	180	166	0	3
439	-0.216584	0.585737	-0.977716	0.836736	14	12	180	166	1	3
440	-0.916826	0.821007	-0.892612	0.814519	141	118	180	166	0	3
441	-0.186401	0.573937	-0.684795	0.753436	36	32	180	166	1	3
442	4.294119	0.000009	1.457862	0.072439	76	69	180	166	3	3
443	-0.274575	0.608186	-1.220666	0.891405	24	21	180	166	0	3
444	-0.405063	0.657309	-0.981656	0.837725	74	64	180	166	1	3
445	-0.388045	0.651030	0.179602	0.428733	120	108	180	166	2	3
446	-0.267305	0.605389	-1.071870	0.859423	18	12	180	166	0	3
447	-0.233611	0.592361	-1.232680	0.893793	9	8	180	166	0	3
448	-0.211259	0.583661	-0.107174	0.542675	13	10	180	166	0	3
449	4.559220	0.000003	1.524333	0.063713	61	55	180	166	3	3
450	1.386808	0.082750	9.334187	0.000000	116	69	180	166	3	3
451	-0.241244	0.595322	-1.160804	0.879087	37	29	180	166	1	3
452	3.753309	0.000087	25.104999	0.000000	25	18	180	166	3	3
453	0.350205	0.363092	-0.646942	0.741302	17	14	180	166	1	3
454	-0.581620	0.719678	-1.254302	0.898021	129	112	180	166	0	3
455	-0.295178	0.616080	-1.432343	0.929769	21	16	180	166	0	3
456	-0.395790	0.653893	-1.287361	0.904317	70	54	180	166	0	3
457	-0.311391	0.622259	-0.937984	0.826567	19	17	180	166	0	3
458	-0.242865	0.595950	-0.219690	0.586948	11	10	180	166	0	3
459	3.808163	0.000070	0.119099	0.452598	19	16	180	166	1	3
460	-0.244756	0.596682	-0.954143	0.830746	51	43	180	166	0	3
461	-0.361992	0.641338	-0.944598	0.828285	60	52	180	166	0	3
462	4.487935	0.000004	0.416384	0.338564	17	15	180	166	1	3
463	0.868123	0.192664	12.597932	0.000000	17	14	180	166	1	3
464	-0.249484	0.598513	-0.903834	0.817542	11	10	180	166	0	3
465	-0.263164	0.603794	-1.118540	0.869951	11	11	180	166	0	3
466	16.121811	0.000000	20.429332	0.000000	421	320	180	166	27	3
467	-0.398368	0.654844	-1.087470	0.862994	90	67	180	166	1	3
468	5.617745	0.000000	2.978638	0.001448	67	53	180	166	4	3
469	-0.345883	0.635299	-0.610514	0.729348	59	41	180	166	0	3
470	-0.182488	0.572403	0.000791	0.499685	24	20	180	166	1	3
471	-0.239197	0.594528	-1.207427	0.888742	12	11	180	166	0	3
472	-0.480216	0.684507	5.816279	0.000000	66	61	180	166	1	3
473	-0.231844	0.591675	-0.689075	0.754790	14	10	180	166	0	3
474	-0.449914	0.673648	-1.309698	0.908461	101	81	180	166	1	3
475	0.138554	0.444901	-1.517860	0.943395	31	22	180	166	3	3
476	-0.279982	0.610262	-0.568740	0.715316	24	12	180	166	0	3
477	-0.308314	0.621089	-0.287005	0.612954	51	19	180	166	0	3
478	-0.223874	0.588576	-0.659821	0.745464	18	16	180	166	0	3
479	-0.272683	0.607459	-0.533687	0.703286	22	18	180	166	1	3
480	-0.485583	0.686414	-1.432708	0.929829	109	89	180	166	3	3
481	-0.214003	0.584731	-0.873586	0.809328	10	9	180	166	0	3
482	-0.626850	0.734742	-1.179755	0.883064	42	13	180	166	0	3
483	-0.916925	0.821033	-0.183685	0.572872	179	100	180	166	0	3
484	-0.269310	0.606161	-1.473453	0.936428	38	27	180	166	0	3
485	-0.237880	0.594018	-0.514834	0.696722	20	16	180	166	1	3
486	-0.324367	0.627182	-1.319642	0.910278	44	33	180	166	0	3
487	-0.285386	0.612334	-1.032311	0.850130	38	29	180	166	0	3
488	-0.315726	0.623906	-1.288242	0.904482	38	33	180	166	0	3
489	-0.470030	0.680874	0.034505	0.486237	104	88	180	166	0	3
490	0.034660	0.486175	25.400406	0.000000	14	7	180	166	1	3
491	-0.250839	0.599036	-0.867813	0.807737	18	16	180	166	0	3
492	-0.218979	0.586671	-0.766256	0.778517	29	24	180	166	1	3
493	-0.306579	0.620428	-0.081464	0.532464	29	27	180	166	0	3
494	-0.535429	0.703889	-0.980196	0.837359	58	43	180	166	1	3
495	-0.291293	0.614595	-0.757588	0.775917	22	14	180	166	0	3
496	-0.223635	0.588484	-1.299209	0.906526	27	24	180	166	0	3
497	-0.261344	0.603093	-1.098967	0.865592	14	11	180	166	0	3
498	-0.223477	0.588422	-0.922996	0.822639	12	12	180	166	0	3
499	4.649757	0.000002	2.080047	0.018761	97	74	180	166	3	3
500	4.913065	0.000000	2.092935	0.018177	64	52	180	166	3	3
501	-0.279055	0.609906	-0.378058	0.647326	24	21	180	166	0	3
502	-0.313204	0.622948	-1.571118	0.951485	29	23	180	166	0	3
503	-0.194492	0.577108	-0.278301	0.609617	14	12	180	166	0	3
504	-0.237278	0.593784	-0.227074	0.589821	24	21	180	166	0	3
505	-0.221879	0.587800	-0.923290	0.822717	12	11	180	166	0	3
506	-0.226759	0.589699	-0.851557	0.803215	44	34	180	166	1	3
507	4.342238	0.000007	1.589488	0.055975	126	97	180	166	3	3
508	0.467247	0.320162	0.795773	0.213082	87	81	180	166	3	3
509	-0.292672	0.615122	1.601236	0.054662	46	38	180	166	0	3
510	-0.289774	0.614014	-0.414742	0.660861	23	20	180	166	0	3
511	-0.271123	0.606859	-0.952274	0.830266	16	11	180	166	0	3
512	-0.376218	0.646642	0.368982	0.356071	70	60	180	166	0	3
513	-0.222318	0.587971	-0.922779	0.822582	12	12	180	166	0	3
514	-0.290995	0.614481	-1.085578	0.862564	38	33	180	166	0	3
515	-0.421060	0.663172	-1.213837	0.890036	87	71	180	166	1	3
516	-0.264541	0.604325	-0.632479	0.736588	17	13	180	166	1	3
517	-0.272232	0.607285	-0.732344	0.768250	19	15	180	166	1	3
518	-0.301840	0.618622	-1.167666	0.880536	27	23	180	166	1	3
519	-0.249394	0.598478	1.329254	0.091882	23	19	180	166	0	3
520	2.065247	0.019450	-1.202436	0.887729	91	72	180	166	1	3
521	-0.537597	0.704639	-1.391727	0.922966	137	114	180	166	1	3
522	-0.345172	0.635032	-1.230590	0.893380	36	31	180	166	1	3
523	-0.194224	0.577003	-0.946194	0.828698	13	11	180	166	0	3
524	-0.381767	0.648703	-0.930855	0.824705	15	14	180	166	0	3
525	-0.242143	0.595670	-0.754574	0.775009	16	11	180	166	0	3
526	-0.217286	0.586011	1.378685	0.083996	23	17	180	166	0	3
527	0.475843	0.317093	1.051501	0.146514	58	54	180	166	3	3
528	-0.278760	0.609793	4.614589	0.000002	27	22	180	166	0	3
529	-0.446336	0.672357	-1.309124	0.908356	127	98	180	166	2	3
530	-0.132520	0.552715	-0.371075	0.644727	20	19	180	166	1	3
531	-0.182774	0.572515	-0.845723	0.801578	12	9	180	166	0	3
532	-0.224824	0.588946	-0.890675	0.813994	15	12	180	166	1	3
533	5.043362	0.000000	2.396944	0.008266	51	44	180	166	3	3
534	-0.250275	0.598818	-0.523293	0.699675	25	21	180	166	0	3
535	-0.439847	0.670008	-1.185308	0.884216	22	21	180	166	0	3
536	-0.270785	0.606729	-1.508001	0.941867	17	14	180	166	0	3
537	-0.238728	0.594347	1.052903	0.146193	26	20	180	166	0	3
538	-0.394578	0.653445	0.458416	0.323327	16	11	180	166	0	3
539	-0.494569	0.689596	-1.221545	0.891581	198	165	180	166	4	3
540	-0.258652	0.602054	-1.053798	0.855220	12	11	180	166	0	3
541	-0.225908	0.589368	-1.023255	0.847954	27	24	180	166	0	3
542	-0.225999	0.589403	-0.226435	0.589573	18	15	180	166	0	3
543	-0.180139	0.571481	-0.818550	0.793851	10	8	180	166	0	3
544	2.523775	0.005805	-0.963270	0.833080	11	8	180	166	1	3
545	-0.447023	0.672605	-1.045015	0.853152	205	167	180	166	2	3
546	-0.242642	0.595864	-0.397722	0.654605	21	16	180	166	0	3
547	0.029550	0.488213	-1.413771	0.926687	10	7	180	166	1	3
548	-0.271947	0.607176	-1.027187	0.848901	30	24	180	166	0	3
549	-0.262627	0.603587	-0.872202	0.808947	31	22	180	166	0	3
550	-0.337216	0.632036	-0.904461	0.817710	12	9	180	166	0	3
551	-0.298142	0.617212	2.747990	0.002998	38	32	180	166	0	3
552	0.037215	0.485157	-1.331919	0.912498	14	11	180	166	1	3
553	-0.259242	0.602282	0.013487	0.494619	20	17	180	166	0	3
554	2.264889	0.011760	1.535132	0.062376	26	24	180	166	1	3
555	-0.279276	0.609991	-0.124009	0.549347	12	12	180	166	0	3
556	-0.263394	0.603883	-0.724979	0.765987	19	15	180	166	0	3
557	-0.245843	0.597104	-1.158326	0.878561	12	9	180	166	0	3
558	-0.231242	0.591441	0.251794	0.400600	11	9	180	166	0	3
559	-0.329611	0.629165	-1.418239	0.927433	48	37	180	166	0	3
560	-0.203920	0.580795	-0.716757	0.763448	10	9	180	166	0	3
561	-0.187480	0.574360	-0.021021	0.508386	49	43	180	166	1	3
562	-0.379749	0.647954	-0.981322	0.837641	33	24	180	166	0	3
563	-0.193613	0.576764	-0.544483	0.707015	18	16	180	166	0	3
564	-0.189448	0.575132	0.175439	0.430367	31	29	180	166	1	3
565	-0.327230	0.628265	1.018164	0.154300	11	8	180	166	0	3
566	2.188463	0.014318	0.932871	0.175443	30	27	180	166	1	3
567	-0.244318	0.596513	-0.099045	0.539450	13	11	180	166	0	3
568	2.678264	0.003700	1.495895	0.067340	11	9	180	166	1	3
569	-0.246659	0.597420	0.312178	0.377453	52	47	180	166	1	3
570	0.599670	0.274363	-0.384298	0.649642	111	97	180	166	3	3
571	-0.333132	0.630496	-1.100793	0.866002	16	15	180	166	0	3
572	-0.451201	0.674113	-0.642167	0.739751	21	20	180	166	0	3
573	-0.381767	0.648703	-0.673240	0.749764	15	14	180	166	0	3
574	-0.272094	0.607232	-0.693513	0.756189	44	33	180	166	0	3
575	-0.212866	0.584288	-1.316044	0.909623	91	76	180	166	4	3
576	-0.269120	0.606088	-0.698908	0.757884	82	74	180	166	1	3
577	-0.077075	0.530718	0.626523	0.265486	25	23	180	166	1	3
578	5.063076	0.000000	2.284854	0.011161	48	42	180	166	3	3
579	-0.226694	0.589674	1.290083	0.098511	12	11	180	166	0	3
580	-0.233999	0.592512	-0.007970	0.503179	10	7	180	166	0	3
581	0.157979	0.437237	-1.010046	0.844748	20	16	180	166	1	3
582	-0.329816	0.629243	1.369598	0.085406	23	18	180	166	0	3
583	-0.263388	0.603881	-0.958432	0.831845	24	23	180	166	0	3
584	-0.269083	0.606074	-1.721565	0.973339	13	12	180	166	0	3
585	-0.262799	0.603654	-0.623165	0.733530	12	12	180	166	0	3
586	-0.192357	0.576272	-1.820670	0.987553	9	6	180	166	0	3
587	-0.269683	0.606305	-1.303637	0.907346	38	27	180	166	0	3
588	-0.340803	0.633388	0.800860	0.211606	26	21	180	166	0	3
589	-0.294240	0.615722	-1.507245	0.941749	25	22	180	166	2	3
590	-0.885656	0.812630	4.655548	0.000002	140	105	180	166	1	3
591	-0.229832	0.590893	-0.394170	0.653294	10	7	180	166	0	3
592	-0.416137	0.661372	-1.252924	0.897754	54	46	180	166	0	3
593	-0.261878	0.603299	-0.812053	0.791979	13	11	180	166	0	3
594	-0.401515	0.656003	-0.977994	0.836806	37	30	180	166	0	3
595	3.669572	0.000122	0.462060	0.322019	30	23	180	166	1	3
596	-0.194092	0.576951	-1.591891	0.954576	12	9	180	166	0	3
597	-0.300456	0.618095	-1.508838	0.941997	38	28	180	166	0	3
598	-0.253002	0.599872	-0.442333	0.670909	15	12	180	166	1	3
599	-0.660002	0.745522	0.331581	0.370103	84	50	180	166	0	3
600	-0.350646	0.637088	-0.771770	0.780162	16	16	180	166	0	3
601	-0.232573	0.591958	-1.640573	0.961704	15	13	180	166	0	3
602	-0.339739	0.632987	-0.765365	0.778250	14	14	180	166	0	3
603	-0.277143	0.609172	-0.857347	0.804832	21	20	180	166	0	3
604	-0.262082	0.603377	-0.944119	0.828161	17	14	180	166	0	3
605	-0.387991	0.651010	-1.111605	0.868416	27	26	180	166	0	3
606	-0.573855	0.717052	-0.366387	0.642979	352	275	180	166	1	3
607	-0.523861	0.699873	-0.496204	0.690174	89	69	180	166	0	3
608	-0.577521	0.718294	7.127543	0.000000	54	41	180	166	1	3
609	4.356564	0.000007	0.578759	0.281376	200	164	180	166	4	3
610	-0.495994	0.690100	0.661464	0.254157	89	49	180	166	0	3
611	-0.272029	0.607207	-1.145142	0.875744	18	16	180	166	0	3
612	7.576117	0.000000	33.569159	0.000000	10	2	180	166	2	3
613	-0.226061	0.589427	-0.972596	0.835445	12	10	180	166	0	3
614	-0.484907	0.686174	-0.672625	0.749568	139	116	180	166	0	3
615	-0.211864	0.583897	-1.096901	0.865127	10	10	180	166	0	3
616	-0.605768	0.727771	-1.304963	0.907590	186	159	180	166	0	3
617	-0.233504	0.592320	-1.016485	0.846316	14	11	180	166	0	3
618	-0.233244	0.592219	-1.436784	0.930499	13	8	180	166	0	3
619	-0.322221	0.626369	-0.894267	0.814967	16	11	180	166	0	3
620	-0.490154	0.688035	1.979575	0.023876	79	68	180	166	0	3
621	5.051164	0.000000	2.261121	0.011876	49	45	180	166	3	3
622	-0.440394	0.670206	-0.679375	0.751717	51	40	180	166	0	3
623	-0.192344	0.576267	4.800750	0.000001	10	7	180	166	0	3
624	-0.263060	0.603754	0.171654	0.431855	12	9	180	166	0	3
625	-0.211718	0.583840	-0.515439	0.696933	15	14	180	166	0	3
626	-0.366561	0.643044	-1.083264	0.862036	43	37	180	166	1	3
627	-0.280851	0.610596	8.626488	0.000000	11	9	180	166	0	3
628	-0.241747	0.595517	-1.035554	0.850905	15	13	180	166	0	3
629	4.920473	0.000000	2.026370	0.021363	58	48	180	166	3	3
630	-0.697597	0.757472	3.424510	0.000308	105	84	180	166	1	3
631	-0.677493	0.751119	-1.217529	0.890777	279	244	180	166	1	3
632	-0.203917	0.580794	-0.126422	0.550302	11	8	180	166	0	3
633	-0.237301	0.593793	-1.214724	0.890214	30	25	180	166	0	3
634	-0.453703	0.675015	-0.664521	0.746975	70	56	180	166	0	3
635	-0.376349	0.646690	1.322226	0.093046	33	31	180	166	0	3
636	-0.399449	0.655242	-1.229656	0.893195	60	50	180	166	1	3
637	-0.305652	0.620075	-1.485932	0.938408	34	26	180	166	0	3
638	-0.382998	0.649160	-1.028851	0.849301	81	67	180	166	1	3
639	-0.280828	0.610586	-0.193087	0.576557	31	27	180	166	0	3
640	-0.266611	0.605122	-0.529371	0.701789	15	14	180	166	0	3
641	-0.226532	0.589611	-1.337404	0.913482	20	18	180	166	0	3
642	-0.393044	0.652878	-1.151990	0.877212	29	24	180	166	0	3
643	1.707080	0.043904	25.141471	0.000000	15	14	180	166	1	3
644	-0.851214	0.803119	-0.228861	0.590516	153	79	180	166	0	3
645	-0.273828	0.607899	-0.885692	0.812640	14	12	180	166	0	3
646	-0.435051	0.668268	2.743421	0.003040	30	26	180	166	0	3
647	1.915505	0.027714	-0.688664	0.754660	14	10	180	166	1	3
648	-0.605668	0.727738	-0.906555	0.818271	920	657	180	166	5	3
649	-0.018398	0.507339	-0.841451	0.800374	188	136	180	166	3	3
650	-0.241143	0.595283	0.106207	0.457709	15	12	180	166	0	3
651	-0.415822	0.661256	-0.910810	0.819407	305	220	180	166	3	3
652	-0.220344	0.587202	0.882586	0.188730	13	10	180	166	0	3
653	-0.471667	0.681459	-1.411176	0.926253	120	108	180	166	0	3
654	17.920291	0.000000	22.359952	0.000000	325	257	180	166	25	3
655	-0.374959	0.646173	-1.309469	0.908419	34	28	180	166	0	3
656	-0.233633	0.592370	-1.792459	0.983481	11	9	180	166	0	3
